"フィーチャID","形状(WKT)","施設名称","所在地","診療科目","開設者分類","病床数","救急告示病院","災害拠点病院","期間開始日時","期間終了日時","作成者","作成日時","更新者","更新日時"
"3482","POINT(136.9369954 35.08876411)","もとほしざき歯科","名古屋市南区星宮町１７２番地の５","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3484","POINT(136.968527628132 34.9501375061005)","モトム歯科","東浦町藤江字大坪15-2","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3488","POINT(136.918954 35.32566949)","もみの木歯科","丹羽郡大口町外坪1-51-1","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3489","POINT(136.928398495321 35.1397681844447)","もみやま歯科医院","名古屋市瑞穂区洲雲町一丁目１１番地","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3490","POINT(136.883140556314 35.1038768397329)","モモノハデンタルクリニック","名古屋市港区港栄二丁目６－３","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3491","POINT(136.95668 35.27692361)","ももの木歯科","春日井市上田楽町字内浦2852-1","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3492","POINT(136.972390883474 35.0178678494175)","もも歯科","大府市横根町狐山134-1","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3493","POINT(137.051275565581 35.0988301920117)","もも歯科クリニック","東郷町和合前田153-3","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3495","POINT(136.961408307273 34.9949984929858)","もりおか歯科","東浦町森岡字中町23-1","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3499","POINT(136.993808997488 35.1681294004519)","もりかわ矯正歯科","名古屋市名東区高社一丁目９３","矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3500","POINT(136.891766721889 35.1990216526456)","もりかわ歯科・矯正歯科","名古屋市西区庄内通一丁目４０番地","歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3503","POINT(136.837783790114 35.346936262844)","もりしょう歯科","江南市河野町五十間1","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3504","POINT(136.8328961 35.31470378)","モリシン歯科","一宮市西大海道字郷前４３番地","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3510","POINT(136.9167372 35.04769423)","もりもと歯科 東海","東海市名和町南廻間３２－１","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3513","POINT(136.970830186442 35.19567350751)","もりやまファミリー歯科","名古屋市守山区中新２－６","歯科、矯正歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3516","POINT(136.771614627933 35.322211326765)","モリ歯科","一宮市開明字杁西郭７０－１","歯科、矯正歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3517","POINT(136.8882129 35.17662001)","もり歯科","名古屋市西区那古野２－１７－２３","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3518","POINT(137.058350633263 34.9539614955601)","もり歯科クリニック","安城市箕輪町東山207-1","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3519","POINT(136.8732129 35.13748915)","もり歯科医院","名古屋市中川区上脇町１丁目３８番地","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3520","POINT(137.029213 35.1176338)","もり歯科医院","日進市浅田平子2-265","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3525","POINT(136.927977699589 35.1082799301795)","やくし歯科・矯正歯科","名古屋市南区岩戸町１８番２３号","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3529","POINT(136.9777539 35.2450728)","やごとの歯科こども歯科","春日井市八事町2-61-３","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3530","POINT(136.979048397512 35.1318951007368)","やざわ歯科","名古屋市天白区塩釜口二丁目1501","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3537","POINT(136.909276545121 35.1370457349907)","やすらぎ歯科医院","名古屋市熱田区六野一丁目２番１１号","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3539","POINT(136.9491319 35.11779622)","やとみ歯科","名古屋市瑞穂区彌富通３－４２","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3542","POINT(136.915955200233 34.9313031067918)","やなぎその歯科","阿久比町阿久比字宮後32","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3543","POINT(136.931278726534 34.7111399715808)","やなぎ歯科医院","南知多町豊浜字下大田面53-2","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3544","POINT(136.9346299 35.137076)","やなせ歯科","名古屋市瑞穂区川澄町３－２６－３","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3545","POINT(136.9178668 35.15227105)","ヤナセ歯科医院","名古屋市昭和区鶴舞３－２－１","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3546","POINT(137.0073231 35.05296224)","やなせ歯科医院","豊明市三崎町高鴨12-7","歯","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3547","POINT(136.9252214 34.90954102)","やなべ歯科医院","半田市岩滑中町2-81","歯科、小児歯科、矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3549","POINT(136.8750651 35.14110026)","やはた歯科","名古屋市中川区富船町5-1-19","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3550","POINT(137.004743145533 35.0028683184278)","やまうち歯科","刈谷市丸田町５丁目２番地２","歯科、小児歯科、矯正歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3552","POINT(136.9377609 35.15235582)","やまおか歯科","名古屋市昭和区北山町３－２２","歯科、小児歯科、歯科口腔外科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3558","POINT(136.8908366 35.01964735)","やまぐち矯正歯科","東海市大田町蟹田36番地","矯正歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3559","POINT(136.8149872 35.15088324)","やまぐち歯科","名古屋市中川区服部４丁目４０２","歯科、小児歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
"3563","POINT(137.3975521 34.76380859)","やまざき歯科クリニック","豊橋市談合町１２３","歯科","分類対象外","0","指定なし","指定なし","","","システム管理者","2022/10/31 14:05:35","システム管理者",""
